KO ID	Name	Definition	Gene Count
KO:K01599	hemE, UROD	uroporphyrinogen decarboxylase [EC:4.1.1.37]	16
KO:K01601	rbcL	ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39]	1
KO:K01607	pcaC	4-carboxymuconolactone decarboxylase [EC:4.1.1.44]	29
KO:K01609	trpC	indole-3-glycerol phosphate synthase [EC:4.1.1.48]	20
KO:K01610	E4.1.1.49, pckA	phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]	29
KO:K01611	speD, AMD1	S-adenosylmethionine decarboxylase [EC:4.1.1.50]	5
KO:K01613	psd, PISD	phosphatidylserine decarboxylase [EC:4.1.1.65]	16
KO:K01615	E4.1.1.70	glutaconyl-CoA decarboxylase [EC:4.1.1.70]	1
KO:K01618	E4.1.1.-		2
KO:K01619	deoC, DERA	deoxyribose-phosphate aldolase [EC:4.1.2.4]	28
KO:K01620	ltaE	threonine aldolase [EC:4.1.2.5]	20
KO:K01621	E4.1.2.9	phosphoketolase [EC:4.1.2.9]	4
KO:K01623	ALDO	fructose-bisphosphate aldolase, class I [EC:4.1.2.13]	14
KO:K01624	FBA, fbaA	fructose-bisphosphate aldolase, class II [EC:4.1.2.13]	32
KO:K01625	eda	2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]	18
KO:K01626	E2.5.1.54, aroF, aroG, aroH	3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	10
KO:K01627	kdsA	2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase) [EC:2.5.1.55]	15
KO:K01628	fucA	L-fuculose-phosphate aldolase [EC:4.1.2.17]	11
KO:K01629	rhaD	rhamnulose-1-phosphate aldolase [EC:4.1.2.19]	14
KO:K01631	dgoA	2-dehydro-3-deoxyphosphogalactonate aldolase [EC:4.1.2.21]	1
KO:K01632	E4.1.2.22	fructose-6-phosphate phosphoketolase [EC:4.1.2.22]	4
KO:K01633	folB	dihydroneopterin aldolase [EC:4.1.2.25]	12
KO:K01636	E4.1.2.-		4
KO:K01639	E4.1.3.3, nanA, NPL	N-acetylneuraminate lyase [EC:4.1.3.3]	14
KO:K01643	citF	citrate lyase subunit alpha / citrate CoA-transferase [EC:4.1.3.6 2.8.3.10]	4
KO:K01644	citE	citrate lyase subunit beta / citryl-CoA lyase [EC:4.1.3.6 4.1.3.34]	4
KO:K01646	citD	citrate lyase subunit gamma [EC:4.1.3.6]	2
KO:K01647	CS, gltA	citrate synthase [EC:2.3.3.1]	39
KO:K01649	leuA	2-isopropylmalate synthase [EC:2.3.3.13]	58
KO:K01652	E2.2.1.6L, ilvB, ilvG, ilvI	acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	64
KO:K01653	E2.2.1.6S, ilvH, ilvN	acetolactate synthase I/III small subunit [EC:2.2.1.6]	25
KO:K01654	E2.5.1.56, neuB	N-acetylneuraminate synthase [EC:2.5.1.56]	11
KO:K01655	LYS21, LYS20	homocitrate synthase [EC:2.3.3.14]	1
KO:K01656	TRP3	anthranilate synthase / indole-3-glycerol phosphate synthase [EC:4.1.3.27 4.1.1.48]	1
KO:K01657	trpE	anthranilate synthase component I [EC:4.1.3.27]	15
KO:K01658	trpG	anthranilate synthase component II [EC:4.1.3.27]	11
KO:K01659	prpC	2-methylcitrate synthase [EC:2.3.3.5]	21
KO:K01661	menB	naphthoate synthase [EC:4.1.3.36]	8
KO:K01662	dxs	1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]	64
KO:K01663	HIS7	glutamine amidotransferase / cyclase [EC:2.4.2.- 4.1.3.-]	18
KO:K01664	pabA	para-aminobenzoate synthetase component II [EC:2.6.1.85]	8
KO:K01665	pabB	para-aminobenzoate synthetase component I [EC:2.6.1.85]	15
KO:K01666	mhpE	4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39]	4
KO:K01667	tnaA	tryptophanase [EC:4.1.99.1]	14
KO:K01668	E4.1.99.2	tyrosine phenol-lyase [EC:4.1.99.2]	9
KO:K01673	cynT, can	carbonic anhydrase [EC:4.2.1.1]	5
KO:K01676	E4.2.1.2A, fumA, fumB	fumarate hydratase, class I [EC:4.2.1.2]	25
KO:K01677	E4.2.1.2AA, fumA	fumarate hydratase subunit alpha [EC:4.2.1.2]	14
KO:K01678	E4.2.1.2AB, fumB	fumarate hydratase subunit beta [EC:4.2.1.2]	10
KO:K01679	E4.2.1.2B, fumC	fumarate hydratase, class II [EC:4.2.1.2]	6
KO:K01681	ACO, acnA	aconitate hydratase [EC:4.2.1.3]	53
KO:K01684	dgoD	galactonate dehydratase [EC:4.2.1.6]	4
KO:K01685	uxaA	altronate hydrolase [EC:4.2.1.7]	27
KO:K01686	uxuA	mannonate dehydratase [EC:4.2.1.8]	33
KO:K01687	ilvD	dihydroxy-acid dehydratase [EC:4.2.1.9]	44
KO:K01689	ENO, eno	enolase [EC:4.2.1.11]	37
KO:K01692	paaF, echA	enoyl-CoA hydratase [EC:4.2.1.17]	4
KO:K01693	E4.2.1.19, hisB	imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19]	19
KO:K01694	TRP	tryptophan synthase [EC:4.2.1.20]	15
KO:K01695	trpA	tryptophan synthase alpha chain [EC:4.2.1.20]	18
KO:K01696	trpB	tryptophan synthase beta chain [EC:4.2.1.20]	26
KO:K01697	E4.2.1.22, CBS	cystathionine beta-synthase [EC:4.2.1.22]	4
KO:K01698	hemB, ALAD	porphobilinogen synthase [EC:4.2.1.24]	8
KO:K01702	LEU1	3-isopropylmalate dehydratase [EC:4.2.1.33]	8
KO:K01703	leuC	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]	33
KO:K01704	leuD	3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]	21
KO:K01705	LYS4	homoaconitate hydratase [EC:4.2.1.36]	3
KO:K01709	rfbG	CDP-glucose 4,6-dehydratase [EC:4.2.1.45]	14
KO:K01710	E4.2.1.46, rfbB, rffG	dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]	59
KO:K01711	gmd, GMDS	GDPmannose 4,6-dehydratase [EC:4.2.1.47]	41
KO:K01712	hutU, UROC1	urocanate hydratase [EC:4.2.1.49]	21
KO:K01713	pheC	cyclohexadienyl dehydratase [EC:4.2.1.51 4.2.1.91]	1
KO:K01714	dapA	4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]	37
KO:K01715	crt	enoyl-CoA hydratase [EC:4.2.1.17]	8
KO:K01718	E4.2.1.70	pseudouridylate synthase [EC:4.2.1.70]	2
KO:K01719	hemD, UROS	uroporphyrinogen-III synthase [EC:4.2.1.75]	11
KO:K01726	E4.2.1.-		8
KO:K01728	E4.2.2.2, pel	pectate lyase [EC:4.2.2.2]	5
KO:K01729	algL	poly(beta-D-mannuronate) lyase [EC:4.2.2.3]	6
KO:K01730	ogl	oligogalacturonide lyase [EC:4.2.2.6]	3
KO:K01733	thrC	threonine synthase [EC:4.2.3.1]	40
KO:K01734	mgsA	methylglyoxal synthase [EC:4.2.3.3]	24
KO:K01735	aroB	3-dehydroquinate synthase [EC:4.2.3.4]	35
KO:K01736	aroC	chorismate synthase [EC:4.2.3.5]	32
KO:K01737	queD, ptpS, PTS	6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]	10
KO:K01738	cysK	cysteine synthase A [EC:2.5.1.47]	48
KO:K01739	metB	cystathionine gamma-synthase [EC:2.5.1.48]	5
KO:K01740	E2.5.1.49, metY	O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49]	72
KO:K01744	aspA	aspartate ammonia-lyase [EC:4.3.1.1]	17
KO:K01745	hutH, HAL	histidine ammonia-lyase [EC:4.3.1.3]	26
KO:K01749	hemC, HMBS	hydroxymethylbilane synthase [EC:2.5.1.61]	5
KO:K01750	E4.3.1.12, ocd	ornithine cyclodeaminase [EC:4.3.1.12]	5
KO:K01752	E4.3.1.17, sdaA	L-serine dehydratase [EC:4.3.1.17]	34
KO:K01754	E4.3.1.19, ilvA, tdcB	threonine dehydratase [EC:4.3.1.19]	18
KO:K01755	argH, ASL	argininosuccinate lyase [EC:4.3.2.1]	42
KO:K01756	purB, ADSL	adenylosuccinate lyase [EC:4.3.2.2]	43
KO:K01758	CTH	cystathionine gamma-lyase [EC:4.4.1.1]	2
KO:K01759	E4.4.1.5, GLO1, gloA	lactoylglutathione lyase [EC:4.4.1.5]	26
KO:K01760	metC	cystathionine beta-lyase [EC:4.4.1.8]	26
KO:K01761	E4.4.1.11	methionine-gamma-lyase [EC:4.4.1.11]	3
KO:K01763	SCLY	selenocysteine lyase [EC:4.4.1.16]	3
KO:K01768	E4.6.1.1	adenylate cyclase [EC:4.6.1.1]	5
KO:K01770	ispF	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:4.6.1.12]	21
KO:K01771	E4.6.1.13, plc	1-phosphatidylinositol phosphodiesterase [EC:4.6.1.13]	1
KO:K01775	alr	alanine racemase [EC:5.1.1.1]	36
KO:K01776	E5.1.1.3, murI	glutamate racemase [EC:5.1.1.3]	26
KO:K01777	E5.1.1.4	proline racemase [EC:5.1.1.4]	1
KO:K01778	dapF	diaminopimelate epimerase [EC:5.1.1.7]	30
KO:K01779	E5.1.1.13	aspartate racemase [EC:5.1.1.13]	3
KO:K01783	rpe, RPE	ribulose-phosphate 3-epimerase [EC:5.1.3.1]	28
KO:K01784	galE, GALE	UDP-glucose 4-epimerase [EC:5.1.3.2]	69
KO:K01785	galM, GALM	aldose 1-epimerase [EC:5.1.3.3]	62
KO:K01786	araD	L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4]	7
KO:K01787	RENBP	N-acylglucosamine 2-epimerase [EC:5.1.3.8]	16
KO:K01788	nanE	N-acylglucosamine-6-phosphate 2-epimerase [EC:5.1.3.9]	3
KO:K01790	rfbC, rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13]	30
KO:K01791	wecB	UDP-N-acetylglucosamine 2-epimerase [EC:5.1.3.14]	53
KO:K01792	E5.1.3.15	glucose-6-phosphate 1-epimerase [EC:5.1.3.15]	1
KO:K01795	E5.1.3.-		17
KO:K01797	E5.1.99.-		1
KO:K01802	E5.2.1.8	peptidylprolyl isomerase [EC:5.2.1.8]	34
KO:K01803	TPI, tpiA	triosephosphate isomerase (TIM) [EC:5.3.1.1]	35
KO:K01804	araA	L-arabinose isomerase [EC:5.3.1.4]	21
KO:K01805	xylA	xylose isomerase [EC:5.3.1.5]	17
KO:K01807	rpiA	ribose 5-phosphate isomerase A [EC:5.3.1.6]	7
KO:K01808	rpiB	ribose 5-phosphate isomerase B [EC:5.3.1.6]	27
KO:K01809	manA, MPI	mannose-6-phosphate isomerase [EC:5.3.1.8]	43
KO:K01810	GPI, pgi	glucose-6-phosphate isomerase [EC:5.3.1.9]	45
KO:K01811	yicI	alpha-D-xyloside xylohydrolase [EC:3.2.1.177]	78
KO:K01812	uxaC	glucuronate isomerase [EC:5.3.1.12]	20
KO:K01813	rhaA	L-rhamnose isomerase [EC:5.3.1.14]	16
KO:K01814	hisA	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]	29
KO:K01815	kduI	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC:5.3.1.17]	20
KO:K01816	E5.3.1.22, gip	hydroxypyruvate isomerase [EC:5.3.1.22]	3
KO:K01817	trpF	phosphoribosylanthranilate isomerase [EC:5.3.1.24]	18
KO:K01818	fucI	L-fucose isomerase [EC:5.3.1.25]	20
KO:K01819	E5.3.1.26, lacA, lacB	galactose-6-phosphate isomerase [EC:5.3.1.26]	2
KO:K01822	E5.3.3.1	steroid delta-isomerase [EC:5.3.3.1]	3
KO:K01823	idi, IDI	isopentenyl-diphosphate delta-isomerase [EC:5.3.3.2]	2
KO:K01825	fadB	3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8]	1
KO:K01829	E5.3.4.1	protein disulfide-isomerase [EC:5.3.4.1]	1
KO:K01834	PGAM, gpmA	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]	97
KO:K01835	pgm	phosphoglucomutase [EC:5.4.2.2]	18
KO:K01838	pgmB	beta-phosphoglucomutase [EC:5.4.2.6]	12
KO:K01839	deoB	phosphopentomutase [EC:5.4.2.7]	14
KO:K01840	manB	phosphomannomutase [EC:5.4.2.8]	75
KO:K01841	pepM	phosphoenolpyruvate phosphomutase [EC:5.4.2.9]	4
KO:K01843	kamA	lysine 2,3-aminomutase [EC:5.4.3.2]	21
KO:K01844	kamD	beta-lysine 5,6-aminomutase alpha subunit [EC:5.4.3.3]	7
KO:K01845	hemL	glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]	12
KO:K01847	MUT	methylmalonyl-CoA mutase [EC:5.4.99.2]	46
KO:K01848	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	2
KO:K01849	E5.4.99.2B, mcmA2	methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]	2
KO:K01850	E5.4.99.5	chorismate mutase [EC:5.4.99.5]	6
KO:K01854	glf	UDP-galactopyranose mutase [EC:5.4.99.9]	18
KO:K01858	E5.5.1.4, INO1	myo-inositol-1-phosphate synthase [EC:5.5.1.4]	8
KO:K01866	YARS, tyrS	tyrosyl-tRNA synthetase [EC:6.1.1.1]	47
KO:K01867	WARS, trpS	tryptophanyl-tRNA synthetase [EC:6.1.1.2]	39
KO:K01868	TARS, thrS	threonyl-tRNA synthetase [EC:6.1.1.3]	59
KO:K01869	LARS, leuS	leucyl-tRNA synthetase [EC:6.1.1.4]	75
KO:K01870	IARS, ileS	isoleucyl-tRNA synthetase [EC:6.1.1.5]	80
KO:K01872	AARS, alaS	alanyl-tRNA synthetase [EC:6.1.1.7]	72
KO:K01873	VARS, valS	valyl-tRNA synthetase [EC:6.1.1.9]	65
KO:K01874	MARS, metG	methionyl-tRNA synthetase [EC:6.1.1.10]	68
KO:K01875	SARS, serS	seryl-tRNA synthetase [EC:6.1.1.11]	46
KO:K01876	DARS, aspS	aspartyl-tRNA synthetase [EC:6.1.1.12]	53
KO:K01878	glyQ	glycyl-tRNA synthetase alpha chain [EC:6.1.1.14]	2
KO:K01879	glyS	glycyl-tRNA synthetase beta chain [EC:6.1.1.14]	2
KO:K01880	GARS, glyS1	glycyl-tRNA synthetase [EC:6.1.1.14]	50
KO:K01881	PARS, proS	prolyl-tRNA synthetase [EC:6.1.1.15]	50
KO:K01883	CARS, cysS	cysteinyl-tRNA synthetase [EC:6.1.1.16]	45
KO:K01885	EARS, gltX	glutamyl-tRNA synthetase [EC:6.1.1.17]	49
KO:K01886	QARS, glnS	glutaminyl-tRNA synthetase [EC:6.1.1.18]	47
KO:K01887	RARS, argS	arginyl-tRNA synthetase [EC:6.1.1.19]	49
KO:K01889	FARSA, pheS	phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]	36
KO:K01890	FARSB, pheT	phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]	57
KO:K01892	HARS, hisS	histidyl-tRNA synthetase [EC:6.1.1.21]	46
KO:K01893	NARS, asnS	asparaginyl-tRNA synthetase [EC:6.1.1.22]	39
KO:K01894	gluQ	glutamyl-Q tRNA(Asp) synthetase [EC:6.1.1.-]	3
KO:K01895	ACSS, acs	acetyl-CoA synthetase [EC:6.2.1.1]	21
KO:K01896	ACSM	medium-chain acyl-CoA synthetase [EC:6.2.1.2]	10
KO:K01897	ACSL, fadD	long-chain acyl-CoA synthetase [EC:6.2.1.3]	109
KO:K01900	LSC2	succinyl-CoA synthetase beta subunit [EC:6.2.1.4 6.2.1.5]	1
KO:K01902	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	4
KO:K01903	sucC	succinyl-CoA synthetase beta subunit [EC:6.2.1.5]	4
KO:K01904	E6.2.1.12	4-coumarate--CoA ligase [EC:6.2.1.12]	1
KO:K01906	bioW	6-carboxyhexanoate--CoA ligase [EC:6.2.1.14]	2
KO:K01910	citC	[citrate (pro-3S)-lyase] ligase [EC:6.2.1.22]	5
KO:K01911	menE	O-succinylbenzoic acid--CoA ligase [EC:6.2.1.26]	10
KO:K01912	paaK	phenylacetate-CoA ligase [EC:6.2.1.30]	42
KO:K01913	E6.2.1.-		2
KO:K01914	asnA	aspartate--ammonia ligase [EC:6.3.1.1]	29
KO:K01915	glnA, GLUL	glutamine synthetase [EC:6.3.1.2]	115
KO:K01916	nadE	NAD+ synthase [EC:6.3.1.5]	6
KO:K01917	E6.3.1.8	glutathionylspermidine synthase [EC:6.3.1.8]	1
KO:K01918	panC	pantoate--beta-alanine ligase [EC:6.3.2.1]	11
KO:K01919	gshA	glutamate--cysteine ligase [EC:6.3.2.2]	1
KO:K01921	ddl	D-alanine-D-alanine ligase [EC:6.3.2.4]	36
KO:K01923	purC	phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]	33
KO:K01924	murC	UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8]	37
KO:K01925	murD	UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]	34
KO:K01926	rex	redox-sensing transcriptional repressor	28
KO:K01928	murE	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]	50
KO:K01929	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]	57
KO:K01930	FPGS	folylpolyglutamate synthase [EC:6.3.2.17]	9
KO:K01932	E6.3.2.-		3
KO:K01933	purM	phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1]	42
KO:K01934	E6.3.3.2	5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2]	22
KO:K01935	bioD	dethiobiotin synthetase [EC:6.3.3.3]	10
KO:K01937	E6.3.4.2, pyrG	CTP synthase [EC:6.3.4.2]	44
KO:K01938	fhs	formate--tetrahydrofolate ligase [EC:6.3.4.3]	44
KO:K01939	purA, ADSS	adenylosuccinate synthase [EC:6.3.4.4]	46
KO:K01940	argG, ASS1	argininosuccinate synthase [EC:6.3.4.5]	39
KO:K01945	purD	phosphoribosylamine--glycine ligase [EC:6.3.4.13]	36
KO:K01948	CPS1	carbamoyl-phosphate synthase (ammonia) [EC:6.3.4.16]	27
KO:K01950	E6.3.5.1, NADSYN1, QNS1, nadE	NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1]	42
KO:K01951	guaA, GMPS	GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]	59
KO:K01952	purL, PFAS	phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]	85
KO:K01953	asnB, ASNS	asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]	54
KO:K01954	K01954	carbamoyl-phosphate synthase [EC:6.3.5.5]	4
KO:K01955	carB, CPA2	carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]	127
KO:K01956	carA, CPA1	carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]	44
KO:K01958	PC, pyc	pyruvate carboxylase [EC:6.4.1.1]	23
KO:K01959	pycA	pyruvate carboxylase subunit A [EC:6.4.1.1]	1
KO:K01960	pycB	pyruvate carboxylase subunit B [EC:6.4.1.1]	55
KO:K01961	accC	acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	23
KO:K01962	accA	acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2]	8
KO:K01963	accD	acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2]	10
KO:K01964	K01964	acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3]	1
KO:K01965	PCCA, pccA	propionyl-CoA carboxylase alpha chain [EC:6.4.1.3]	9
KO:K01966	PCCB, pccB	propionyl-CoA carboxylase beta chain [EC:6.4.1.3]	45
KO:K01968	E6.4.1.4A	3-methylcrotonyl-CoA carboxylase alpha subunit [EC:6.4.1.4]	8
KO:K01971	E6.5.1.1, lig	DNA ligase (ATP) [EC:6.5.1.1]	9
KO:K01972	E6.5.1.2, ligA, ligB	DNA ligase (NAD+) [EC:6.5.1.2]	59
KO:K01975	ligT	2'-5' RNA ligase [EC:6.5.1.-]	1
KO:K01989	ABC.X4.S	putative ABC transport system substrate-binding protein	21
KO:K01990	ABC-2.A	ABC-2 type transport system ATP-binding protein	143
KO:K01991	ABC-2.OM, wza	polysaccharide export outer membrane protein	39
KO:K01992	ABC-2.P	ABC-2 type transport system permease protein	114
KO:K01993	ABC-2.TX	HlyD family secretion protein	34
KO:K01994	gerE	LuxR family transcriptional regulator, transcriptional regulator of spore coat protein	1
KO:K01995	livG	branched-chain amino acid transport system ATP-binding protein	27
KO:K01996	livF	branched-chain amino acid transport system ATP-binding protein	26
KO:K01997	livH	branched-chain amino acid transport system permease protein	25
KO:K01998	livM	branched-chain amino acid transport system permease protein	22
KO:K01999	livK	branched-chain amino acid transport system substrate-binding protein	25
KO:K02000	proV	glycine betaine/proline transport system ATP-binding protein [EC:3.6.3.32]	8
KO:K02001	proW	glycine betaine/proline transport system permease protein	10
KO:K02002	proX	glycine betaine/proline transport system substrate-binding protein	8
KO:K02003	ABC.CD.A	putative ABC transport system ATP-binding protein	190
KO:K02004	ABC.CD.P	putative ABC transport system permease protein	300
KO:K02005	ABC.CD.TX	HlyD family secretion protein	64
KO:K02006	cbiO	cobalt/nickel transport system ATP-binding protein	92
KO:K02007	cbiM	cobalt/nickel transport system permease protein	1
KO:K02008	cbiQ	cobalt/nickel transport system permease protein	50
KO:K02010	afuC, fbpC	iron(III) transport system ATP-binding protein [EC:3.6.3.30]	23
KO:K02011	afuB, fbpB	iron(III) transport system permease protein	15
KO:K02012	afuA, fbpA	iron(III) transport system substrate-binding protein	11
KO:K02013	ABC.FEV.A	iron complex transport system ATP-binding protein [EC:3.6.3.34]	49
KO:K02014	TC.FEV.OM	iron complex outermembrane recepter protein	160
KO:K02015	ABC.FEV.P	iron complex transport system permease protein	54
KO:K02016	ABC.FEV.S	iron complex transport system substrate-binding protein	60
KO:K02017	modC	molybdate transport system ATP-binding protein [EC:3.6.3.29]	1
KO:K02018	modB	molybdate transport system permease protein	2
KO:K02019	modE	molybdate transport system regulatory protein	1
KO:K02020	modA	molybdate transport system substrate-binding protein	2
KO:K02021	ABC.MR	putative ABC transport system ATP-binding protein	8
KO:K02022	ABC.MR.TX	HlyD family secretion protein	9
KO:K02025	ABC.MS.P	multiple sugar transport system permease protein	123
KO:K02026	ABC.MS.P1	multiple sugar transport system permease protein	127
KO:K02027	ABC.MS.S	multiple sugar transport system substrate-binding protein	70
KO:K02028	ABC.PA.A	polar amino acid transport system ATP-binding protein [EC:3.6.3.21]	66
KO:K02029	ABC.PA.P	polar amino acid transport system permease protein	50
KO:K02030	ABC.PA.S	polar amino acid transport system substrate-binding protein	77
KO:K02031	ABC.PE.A	peptide/nickel transport system ATP-binding protein	37
KO:K02032	ABC.PE.A1	peptide/nickel transport system ATP-binding protein	98
KO:K02033	ABC.PE.P	peptide/nickel transport system permease protein	46
KO:K02034	ABC.PE.P1	peptide/nickel transport system permease protein	39
KO:K02035	ABC.PE.S	peptide/nickel transport system substrate-binding protein	49
KO:K02036	pstB	phosphate transport system ATP-binding protein [EC:3.6.3.27]	30
KO:K02037	pstC	phosphate transport system permease protein	33
KO:K02038	pstA	phosphate transport system permease protein	26
KO:K02039	phoU	phosphate transport system protein	25
KO:K02040	pstS	phosphate transport system substrate-binding protein	42
KO:K02041	phnC	phosphonate transport system ATP-binding protein [EC:3.6.3.28]	3
KO:K02045	cysA	sulfate transport system ATP-binding protein [EC:3.6.3.25]	4
KO:K02046	cysU	sulfate transport system permease protein	4
KO:K02047	cysW	sulfate transport system permease protein	2
KO:K02048	cysP, sbp	sulfate transport system substrate-binding protein	4
KO:K02049	ABC.SN.A	NitT/TauT family transport system ATP-binding protein	27
KO:K02050	ABC.SN.P	NitT/TauT family transport system permease protein	19
KO:K02051	ABC.SN.S	NitT/TauT family transport system substrate-binding protein	23
KO:K02052	ABC.SP.A	putative spermidine/putrescine transport system ATP-binding protein	24
KO:K02053	ABC.SP.P	putative spermidine/putrescine transport system permease protein	2
KO:K02054	ABC.SP.P1	putative spermidine/putrescine transport system permease protein	2
KO:K02055	ABC.SP.S	putative spermidine/putrescine transport system substrate-binding protein	3
KO:K02056	ABC.SS.A	simple sugar transport system ATP-binding protein [EC:3.6.3.17]	40
KO:K02057	ABC.SS.P	simple sugar transport system permease protein	36
KO:K02058	ABC.SS.S	simple sugar transport system substrate-binding protein	11
KO:K02062	thiQ	thiamine transport system ATP-binding protein	2
KO:K02065	ABC.X1.A	putative ABC transport system ATP-binding protein	19
KO:K02066	ABC.X1.P	putative ABC transport system permease protein	17
KO:K02067	ABC.X1.S	putative ABC transport system substrate-binding protein	2
KO:K02068	ABC.X2.A	putative ABC transport system ATP-binding protein	11
KO:K02069	ABC.X2.P	putative ABC transport system permease protein	10
KO:K02071	metN	D-methionine transport system ATP-binding protein	36
KO:K02072	metI	D-methionine transport system permease protein	9
KO:K02073	metQ	D-methionine transport system substrate-binding protein	11
KO:K02074	ABC.ZM.A	zinc/manganese transport system ATP-binding protein	13
KO:K02075	ABC.ZM.P	zinc/manganese transport system permease protein	11
KO:K02077	ABC.ZM.S	zinc/manganese transport system substrate-binding protein	12
KO:K02078	acpP	acyl carrier protein	39
KO:K02079	agaA	N-acetylgalactosamine-6-phosphate deacetylase [EC:3.5.1.25]	19
KO:K02081	agaR	DeoR family transcriptional regulator, aga operon transcriptional repressor	9
KO:K02082	agaS	tagatose-6-phosphate ketose/aldose isomerase [EC:5.-.-.-]	2
KO:K02083	allC	allantoate deiminase [EC:3.5.3.9]	1
KO:K02099	araC	AraC family transcriptional regulator, arabinose operon regulatory protein	20
KO:K02101	araL	arabinose operon protein AraL	1
KO:K02103	araR	GntR family transcriptional regulator, arabinose operon transcriptional repressor	6
KO:K02106	atoE	short-chain fatty acids transporter	2
KO:K02108	ATPF0A, atpB	F-type H+-transporting ATPase subunit a	24
KO:K02109	ATPF0B, atpF	F-type H+-transporting ATPase subunit b	25
KO:K02110	ATPF0C, atpE	F-type H+-transporting ATPase subunit c	18
KO:K02111	ATPF1A, atpA	F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14]	51
KO:K02112	ATPF1B, atpD	F-type H+-transporting ATPase subunit beta [EC:3.6.3.14]	46
KO:K02113	ATPF1D, atpH	F-type H+-transporting ATPase subunit delta	19
KO:K02114	ATPF1E, atpC	F-type H+-transporting ATPase subunit epsilon	21
KO:K02115	ATPF1G, atpG	F-type H+-transporting ATPase subunit gamma	28
KO:K02116	atpI	ATP synthase protein I	1
KO:K02117	ATPVA, ntpA, atpA	V/A-type H+-transporting ATPase subunit A [EC:3.6.3.14]	29
KO:K02118	ATPVB, ntpB, atpB	V/A-type H+-transporting ATPase subunit B	33
KO:K02119	ATPVC, ntpC, atpC	V/A-type H+-transporting ATPase subunit C	7
KO:K02120	ATPVD, ntpD, atpD	V/A-type H+-transporting ATPase subunit D	18
KO:K02121	ATPVE, ntpE, atpE	V/A-type H+-transporting ATPase subunit E	12
KO:K02122	ATPVF, ntpF, atpF	V/A-type H+-transporting ATPase subunit F	6
KO:K02123	ATPVI, ntpI, atpI	V/A-type H+-transporting ATPase subunit I	26
